PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Piccione, G; Caola, G; Refinetti, R				Piccione, G; Caola, G; Refinetti, R			The circadian rhythm of body temperature of the horse	BIOLOGICAL RHYTHM RESEARCH												Rectal temperature of 10 female adult horses was recorded every 2 h for 10 consecutive days under a natural winter photoperiod (9 h of light and 15 h of darkness per day). A robust daily rhythm of body temperature was observed in all animals. The rhythm had a mean level of 38.3degreesC and a range of excursion of 1.0degreesC. Temperature started its daily ascent at dawn each day and reached a maximum 14 hours later. Body temperature of 5 of the horses was studied for 10 more days under constant illumination. The rhythm persisted under this condition, although with a slightly longer period of 24.2 h, which confirms the endogenous nature of the rhythm. Despite the fact that the body size of the horse is several orders of magnitude greater than that of rodents, the various parameters of the body temperature rhythm of the horse are similar to those of several species of rodents previously studied.				Piccione, Giuseppe/P-3394-2015; Refinetti, Roberto/B-1535-2009	Piccione, Giuseppe/0000-0002-4736-1087; Refinetti, Roberto/0000-0003-2875-2389												0929-1016					FEB	2002	33	1					113	119		10.1076/brhm.33.1.113.1322								WOS:000175118200009						
B	Wallstedt, A; Dube, SL; Nilsson, MC		Reigosa, MJ; Pedrol, N		Wallstedt, A; Dube, SL; Nilsson, MC			Photosynthetic functions of leaves affected by the bibenzyl batatasin-III	ALLELOPATHY: FROM MOLECULES TO ECOSYSTEMS					1st European Allelopathy Symposium	2001	VIGO, SPAIN	European Allelopathy Soc, Int Allelopathy Soc				In northern Sweden, Empetrum hermaphroditum Hagerup dominates the ground layer vegetation in post fire successions by suppressing other plant species. Previous studies suggest that this negative effect by E. hermaphroditum may be explained, at least in part, by the release of phenolic compounds, particularly batatasin-III, from foliage to soil. In this pilot study, we evaluated the effect of batatasin-III on photosynthesis by applying the compound (0.1, 1.0, or 2.8 mM) directly to the transpiration stream of intact Spinacia oleracea L. (spinach) and Betula pendula L. (birch) leaves. Within the concentration range used, batatasin-III had a small, but significant, effect on photosynthesis. The strongest effect was found on CO2 assimilation, but there were also significant effects on respiration and on maximum quantum yield of chlorophyll fluorescence (Fv / Fm). In spinach leaves treated with 2.8 mM of batatasin-III, a 14 % decrease in Fv / Fm-685 coincided with a 30 % inhibition of CO2 assimilation rates. It is possible, that the inhibition of photosynthesis by batatasin-III was caused by direct effects on chloroplast membrane energization processes and subsequent control on the primary photochemistry of PSII. The variable fluorescence kinetics indicated that maximum quantum yield of variable fluorescence of PSII was depressed while continued upstream transported allowed oxidation of the primary electron acceptor.				Nilsson Hegethorn, Marie-Charlotte/B-1802-2017	Nilsson Hegethorn, Marie-Charlotte/0000-0002-9254-2223														1-57808-254-4				2002							45	58										WOS:000181977500003						
J	Jones, AT; McGavin, WJ; Geering, ADW; Lockhart, BEL				Jones, AT; McGavin, WJ; Geering, ADW; Lockhart, BEL			Identification of Rubus yellow net virus as a distinct badnavirus and its detection by PCR in Rubus species and in aphids	ANNALS OF APPLIED BIOLOGY												Rubus yellow net virus (RYNV) infects Rubus species and cultivars worldwide and is an essential component of raspberry veinbanding mosaic (RVBMD), a virus disease complex that causes serious decline in plant vigour and productivity. The virus is transmitted, probably in a semi-persistent manner, by the large raspberry aphid, Amphorophora idaei in Europe, and A. agathonica in North America. The particles of RYNV are bacilliform in shape and measure 80-150 x 25-30 nm, similar to those of badnaviruses. A 1.7 kb fragment of the viral DNA was amplified by PCR and then directly sequenced. Analysis of this sequence suggests that RYNV is possibly a distinct species in the genus Badnavirus and is most closely related to Gooseberry vein banding associated virus (GVBAV) and Spiraea yellow leaf spot vines, two other badnaviruses described recently. Using the sequence derived from the PCR-amplified viral DNA fragment, RYNV-specific primers were designed and used in PCR to assay for RYNV in a range of Rubus germplasm infected with RYNV, with other unrelated viruses and virus-like diseases found in Rubus, and in healthy plants. RYNV was detected in all glasshouse cultures of RYNV-infected plants, whether alone or in complex infections with other viruses, but not from healthy Rubus plants, nor from plants infected with other viruses. It was also detected in field-grown raspberry plants with and without symptoms of RVBMD and in raspberry plants infected with RYNV by viruliferous A. idaei. RYNV was also detected by PCR in A. idaei following access feeds on RYNV-infected plants of 1 h or more. PCR failed to amplify DNA from gooseberry infected with GVBAV confirming the specificity of the RYNV analysis. PCR detection of RYNV in dormant raspberry buds allows assays to be made outside the natural growing season, providing a useful application for plant introduction and quarantine programmes.				Geering, Andrew/A-7912-2011													0003-4746						2002	141	1					1	10		10.1111/j.1744-7348.2002.tb00189.x								WOS:000177249900001						
J	Assaeed, AM; Al-Doss, AA				Assaeed, AM; Al-Doss, AA			Soil seed bank of a desert range site infested with Rhazya stricta in Raudhat al-Khafs, Saudi Arabia	ARID LAND RESEARCH AND MANAGEMENT												Knowledge of the dynamics of soil seed bank in rangelands is important in planning for range management arid improvement. A three-year study of soil seed bank was conducted in an area infested with Rhazya stricta Decne. The object of the study was to evaluate annual and seasonal variations in the soil seed bank over three degrees of infestation by R. stricta (loss, moderate, and heavy). Soil samples were placed in germination trays in a growth chamber and irrigated. Emerging seedlings were identified and counted by,species. Species were grouped into shrubs, legumes, grasses, and forbs. Results revealed the presence of seeds of 44 species, mostly annuals. Low similarity was observed between above-ground vegetation and soil seed components. Significant annual and seasonal variations were observed among groups of species. Generally, seed bank size and species richness were higher under the lower level of R. stricta infestation. It is concluded drat most of the desirable species that have the potential of growing in the area are disappearing.				Al-Doss, Abdullah/F-8539-2016													1532-4982					JAN-MAR	2002	16	1					83	95		10.1080/153249802753365340								WOS:000173868200006						
J	Brice, PH; Grigg, GC; Beard, LA; Donovan, JA				Brice, PH; Grigg, GC; Beard, LA; Donovan, JA			Patterns of activity and inactivity in echidnas (Tachyglossus aculeatus) free-ranging in a hot dry climate: correlates with ambient temperature, time of day and season	AUSTRALIAN JOURNAL OF ZOOLOGY												Echidnas occur throughout Australia. They exhibit daily fluctuations in body temperature (T-b) and use torpor to various degrees throughout much of their range. Echidnas elsewhere are commonly diurnal except during hot weather. This study used temperature-sensitive radio-transmitters to investigate the activity patterns and temperature relations of echidnas in the relatively hot, dry climate of south-west Queensland with respect to temperature and photoperiod. During activity, echidnas were characterised by rising, but not necessarily high, T(b)s. Activity was seen only within an ambient temperature range (as measured in a nearby Stevenson Screen: T-ss) of 9-33degreesC so that activity was seen during the day and at night during the cool weather but only at night in summer. Echidnas used caves, burrows and logs when inactive. T(b)s of inactive echidnas declined except when affected by rising ambient temperatures, as determined within these shelters (T-a). In summer, T(b)s of echidnas in these shelters changed little or rose with increasing T-a to levels even higher than in active echidnas. Torpor was used by echidnas for periods up to nine days during winter and occasionally for up to one day during summer. Due to the difficulty of identifying the occurrence of torpor from T-b alone in warm conditions, the possibility that echidnas utilise torpor for less than one day remains inconclusive. Nevertheless, at least five bouts of torpor were identified in four (of eight) echidnas during winter/spring and two bouts of torpor from two echidnas in summer.																	0004-959X						2002	50	5					461	475		10.1071/ZO01080								WOS:000179756800002						
J	Witt, ABR; Edwards, PB				Witt, ABR; Edwards, PB			Aspects of the biology, distribution, and host range of Crioceris sp (Col.: Chrysomelidae : Criocerinae), a potential biological control agent for Asparagus asparagoides in Australia	BIOLOGICAL CONTROL												Aspects of the biology, distribution, and host range of Crioceris sp. (Chrysomelidae: Criocerinae), a potential biocontrol agent for Asparagus asparagoides (L.) W. Wight (bridal creeper) in Australia, were ascertained from studies in its native range in South Africa. In the laboratory, adults oviposited on new growth of A asparagoides within 10 days of emergence and laid an average of 148 eggs per female. Eggs maintained at 15, 20, and 30degreesC eclosed after 8.7, 5.1, and 3.6 days, respectively. Larvae passed through four instars, with the final instar constructing a pupal case in the soil. Only 29% of adults from laboratory cultures emerged from dry pupal cases after an average of 75.9 days. Submerging pupal cases in water for short periods greatly enhanced adult emergence. Adults can live longer than 6 months. Crioceris sp. was mainly found on A. asparagoides and A. densiflorus/aethiopicus in winter-rainfall and even-rainfall areas. Larval and adult specificity testing indicated that this species could complete its development only on species within the Asparagaceae. Crioceris sp. is therefore a promising candidate for the control of A. asparagoides in Australia. (C) 2002 Elsevier Science.																	1049-9644					JAN	2002	23	1					56	63		10.1006/bcon.2001.0991								WOS:000173275300006						
J	Matessi, G; Griggio, M; Pilastro, A				Matessi, G; Griggio, M; Pilastro, A			The geographical distribution of populations of the large-billed subspecies of reed bunting matches that of its main winter food	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY												We investigated the effects of resource distribution on the population structure and distribution of a polytypic bird species. We compared the presence of insect remains (mainly dormant larvae) in the winter diet of two reed bunting subspecies, small billed E. s. schoeniclus and large billed E. s. intermedia and studied the distribution of this resource within reed (Phragmites sp.) stems in seven north Italian localities where the two subspecies breed (three schoeniclus and four intermedia populations). We also tested if the distributions of winter insect resources and breeding populations of the large bill subspecies overlapped. The distribution of the larvae in reed stems matched closely the distribution of large billed breeding populations. The winter diets of the two subspecies were significantly different in terms of frequency of insect remains. These results, when compared to theoretical models of parapatric distribution, suggest that the two subspecies may be subject to ecological (vicariant) selection maintaining their reproductive isolation. (C) 2002 The Linnean Society of London.				griggio, matteo/A-6261-2009	Griggio, Matteo/0000-0002-3298-2905; Pilastro, Andrea/0000-0001-9803-6308												0024-4066					JAN	2002	75	1					21	26		10.1046/j.1095-8312.2002.00003.x								WOS:000173839500003						
S	Rausch, RL; Fay, FH		Craig, P; Pawlowski, Z		Rausch, RL; Fay, FH			Epidemiology of alveolar Echinococcosis, with reference to St Lawrence Island, Bering Sea	CESTODE ZOONOSES: ECHINOCOCCOSIS AND CYSTICERCOSIS: AN EMERGENT AND GLOBAL PROBLEM	NATO SCIENCE SERIES, SUB-SERIES I: LIFE AND BEHAVIOURAL SCIENCES				NATO Advanced Research Workshop on Cestode Zoonoses - Echinococcosis and Cysticercosis	SEP 10-13, 2000	POZNAN, POLAND	NATO Sci Affairs Div, Univ Med Sci, Univ Salford				Within the vast geographic range of Echinococcus multilocularis in the Holarctic [1], the biology and interactions of the cestode and its hosts have been most intensively investigated on St. Lawrence Island, where the combination of biotic and abiotic factors provides the most optimal conditions thus far observed for completion of the cycle. The large numbers of dogs kept formerly by the indigenous Siberian Yupik residents of the island provided an extension of the natural cycle on the tundra into villages, where many voles, Microtus oeconomus, lived in and around the dwellings. Following preliminary investigations during 1950-1955 [2], a long-term investigation was begun on the island in 1956. After 4 years of intensive field work, 11 years were spent in the field and laboratory to confirm the validity of earlier findings. An environmental chamber permitted the keeping of laboratory-reared voles under conditions of temperature, humidity, and photoperiod that could be adjusted to duplicate those of the island for any time of the year. Until about 1975, work was conducted in the western half of the island, including the village of Gambell, which could be reached by air from the Alaskan mainland. From 1980-1997, work was concentrated at Savoonga and vicinity. The acquisition of epidemiological data was a major objective during the entire period of our investigations. For present purposes, epidemiologic data obtained on the island are taken as a basis for comparison of findings in other endemic regions, in order to discern differences or similarities that may be useful in assessing risk-factors under diverse biotic conditions.																	1566-7693		1-58603-220-8				2002	341						309	325										WOS:000174597300027						
J	Frank, AB				Frank, AB			Carbon dioxide fluxes over a grazed prairie and seeded pasture in the Northern Great Plains	ENVIRONMENTAL POLLUTION					Conference on the Advances in Terrestrial Ecosystem Carbon Inventory, Measurements, and Monitoring	OCT 03-05, 2000	RALEIGH, NORTH CAROLINA	USDA Forest Serv, USDA Agr Res Serv, USDA Natl Resource Conservat Serv, US DOE, Natl Council Air & Stream Improvment, NASA				Temperate grasslands are vast terrestrial ecosystems that may be an important component of the global carbon (C) cycle; however, annual C flux data for these grasslands are limited. The Bowen ratio/energy balance (BREB) technique was used to measure CO2 fluxes over a grazed mixed-grass prairie and a seeded western wheatgrass [Pascopyrum smithii (Rybd) Love] site at Mandan, ND from 24 April to 26 October in 1996, 1997, and 1998. Above-ground biomass and leaf area index (LAI) were measured about every 21 days throughout the season. Root biomass and soil organic C and N content were determined to 110 cm depth in selected increments about mid-July each year. Peak above-ground biomass and LAI coincided with peak fluxes and occurred between mid-July to early August. Biomass averaged 1227 and 1726 kg ha(-1) and LAI 0.44 and 0.59, for prairie and western wheatgrass, respectively. Average CO2 flux for the growing season was 279 g CO2 m(-2) for prairie and 218 g CO2 m(-2) for western wheatgrass (positive flux is CO2 uptake and negative flux is CO2 loss to the atmosphere). Using prior measured dormant season CO2 fluxes from the prairie sites gave annual flux estimates that ranged from -131 to 128 g CO2 m(-2) for western wheatgrass and from -70 to 189 g CO2 m(-2) for the prairie. This wide range in calculated annual fluxes suggests that additional research is required concerning dormant season flux measurements to obtain accurate estimates of annual CO, fluxes. These results suggest Northern Great Plains mixed-grass prairie grasslands can either be a sink or a source for atmospheric CO2 or near equilibrium, depending on the magnitude of the dormant season flux. Published by Elsevier Science Ltd.																	0269-7491						2002	116	3					397	403		10.1016/S0269-7491(01)00216-0								WOS:000172871000007	11822718					
J	Purse, BV; Thompson, DJ				Purse, BV; Thompson, DJ			Voltinism and larval growth pattern in Coenagrion mercuriale (Odonata : Coenagrionidae) at its northern range margin	EUROPEAN JOURNAL OF ENTOMOLOGY												Voltinism and larval growth pattern were investigated in an edge-of-range population of Coenagrion mercuriale, Coenagrion mercuriale is semi-voltine in Britain and growth is inhibited in winter. The 2(nd) year group overwinters in a range of instars between the antepenultimate and final instar consistent with the early, asynchronous emergence pattern of this species. A facultative autumnal diapause in the penultimate instar is the most likely mode of seasonal regulation. The broad size distribution of larvae produced by this growth pattern was wider than that found in co-occurring populations of Pyrrhosoma nymphula, a "spring" species with synchronous emergence. The broad size distributions may lead to considerable intraspecific interference between C mercuriale larvae. Sex ratio in the last three larval instars of C. mercuriale did not differ significantly from unity. A laboratory investigation of the effect of temperature and photoperiod on growth and diapause in C mercuriale is recommended to determine whether high minimum temperature thresholds for development limit both the width of the temporal niche and microhabitat use by this species at its range margin.				Thompson, David/C-3520-2008; Purse, Bethan/I-6640-2012													1210-5759						2002	99	1					11	18		10.14411/eje.2002.004								WOS:000175094800003						
J	Danks, HV				Danks, HV			The range of insect dormancy responses	EUROPEAN JOURNAL OF ENTOMOLOGY					4th European Workshop on Invertebrate Ecophysiology	SEP 09-14, 2001	ST PETERSBURG STATE UNIV, ST PETERSBURG, RUSSIA		ST PETERSBURG STATE UNIV			Insect dormancy responses, in the broad sense of modifications of development, are examined from a general perspective. The range of responses is extraordinarily wide because environments are diverse, different taxa have different evolutionary histories, adaptations are needed for both seasonal timing and resistance to adversity, and not only development but also many other aspects of the life-cycle must be coordinated. Developmental options are illustrated by examining the wide range of ways in which development can be modified, the fact that each individual response consists of several components, and the different potential durations of the life-cycle. The concepts of alternative life-cycle pathways (chosen according to current and likely future environmental conditions) and of active and passive default responses are treated. Also introduced are aspects of variation and trade-offs. Some general conclusions that help in understanding dormancy responses emerge from such an examination. Many options are available (cf. Table 1). The nature of the habitat, especially its predictability, determines the potential effectiveness of many of the developmental options. Any particular set of responses reflects evolutionary history and hence depends on past as well as current environments. It is not necessarily obvious what kinds of selection, especially requirements for timing versus resistance to adversity, explain a particular life cycle. Life-cycle pathways have multiple components, so that components cannot be analyzed in isolation. A given feature, such as delayed development, can have multiple roles. Default responses can be either active (development continues unless signalled otherwise) or passive (development stops unless signalled otherwise), making necessary a broad approach to understanding the action of environmental cues. Even relatively minor effects that fine-tune dormancy responses enhance survival, but may be difficult to detect or measure. Trade-offs are not inevitable, not only when certain resources are surplus, but also because resources in very short supply (constraints) cannot be traded off. Life-cycle components are widely, but not universally, coordinated. These conclusions confirm that the range of dormancy responses is wider, more complex and more integrated than has often been recognized.																	1802-8829						2002	99	2					127	142		10.14411/eje.2002.021								WOS:000177174200003						
J	Masaki, S				Masaki, S			Ecophysiological consequences of variability in diapause intensity	EUROPEAN JOURNAL OF ENTOMOLOGY					4th European Workshop on Invertebrate Ecophysiology	SEP 09-14, 2001	ST PETERSBURG STATE UNIV, ST PETERSBURG, RUSSIA		ST PETERSBURG STATE UNIV			Diapause intensity (DI) is a physiological trait represented by the duration of diapause under given conditions of environment. In many species, it is highly variable, probably being controlled by multiple genes and tends to form a cline in response to the latitudinal gradient of selection pressure. DI clines could be established artificially by crossing between lines of a cricket selected for different levels of DI, indicating the importance of genetic factors in the adaptive variation of DI. However, DI may be modified in response to seasonal cues both before and after the onset of diapause. Polymorphism in the intensity of prolonged diapause may split adults of a single population to emerge in different years. A unimodal distribution of DI may also result in polymodal termination of diapause, if DI variation is so large that chilling in one winter is not enough to terminate diapause for all members of a population. Bimodal termination of diapause after overwintering suggests heterogeneity in the final phase of diapause that requires high temperatures in spring. Polymodal termination of diapause subserves a bet-hedging strategy. Variability in DI thus provides insects with an important means of adaptation to their environments changing in space and time.																	1210-5759						2002	99	2					143	154		10.14411/eje.2002.022								WOS:000177174200004						
J	Hodek, I				Hodek, I			Controversial aspects of diapause development	EUROPEAN JOURNAL OF ENTOMOLOGY					4th European Workshop on Invertebrate Ecophysiology	SEP 09-14, 2001	ST PETERSBURG STATE UNIV, ST PETERSBURG, RUSSIA		ST PETERSBURG STATE UNIV			Although some parts of diapause development have been clarified up by endocrinologists, knowledge of the underlying processes remains insufficient. The survey of ecophysiological aspects of diapause development has thus to be limited to inputs and outputs from the blackbox. The terms diapause development, diapause intensity, post-diapause quiescence, horotelic processes of diapause, and tachytelic processes of diapause (reactivation) are defined. Andrewartha's term diapause development has been accepted because it shows diapause as a dynamic event. In about the last 20 years, some views on diapause development have been updated, while others have fossilised. The assumption that chilling is a general prerequisite for completion of diapause development in all insects still survives in part of the scientific community, in spite of much contradictory evidence and often due to inadequate interpretation of experiments (examples given in figures and tables). On the contrary, it has been generally recognised that in temperate climates overwintering diapause is usually already completed in early/mid winter and the dormancy is then temperature quiescence. The conception of multiple pathways of diapause completion postulates that diapause can be completed either by the normal (slow) progress of diapause development (horotelic processes), or by a faster activation (tachytelic processes). There are important differences between the mechanisms regulating activation and the horotelic processes. Thus, e.g., the photoperiodic response is lost during horotelic completion, while after photoperiodic activation it persists. In addition to photoperiodic activation other kinds of activation are being studied, particularly activation by high temperature. Some conclusions can be made from modern studies on diapause development. In every individual, several (at least two) possible pathways exist that are evidently interlinked and mutually complementary. Thus the time of diapause passed at any condition has to be considered, as well as the exposure to very low temperatures. In temperature studies the experimental range ought to be adequately wide and less affected by a priori assumptions. Stimulation by temperature increase or improvement in food or other conditions has to be considered. The success of diapause completion should be measured by at least four parameters: (1) incidence (%) of developmental steps; (2) duration of delay; (3) synchronization; (4) vigour of post-diapause insects (shown by long-term survival or fecundity). The last two parameters have usually been neglected.																	1210-5759						2002	99	2					163	173		10.14411/eje.2002.024								WOS:000177174200006						
J	Kipyatkov, VE; Lopatina, EB				Kipyatkov, VE; Lopatina, EB			Reaction norm in response to temperature may change to adapt rapid brood development to boreal and subarctic climates in Myrmica ants (Hymenoptera : Formicidae)	EUROPEAN JOURNAL OF ENTOMOLOGY					4th European Workshop on Invertebrate Ecophysiology	SEP 09-14, 2001	ST PETERSBURG STATE UNIV, ST PETERSBURG, RUSSIA		ST PETERSBURG STATE UNIV			Colonies of M rubra, M ruginodis and M scabrinodis were collected in four geographic regions: Kiev, Ukraine (50.5degreesN, 30.5degreesE - first two species), Vladimir, Russia (56.2degreesN, 40.4degreesE - only last species), St. Petersburg, Russia (59.3degreesN, 30.3degreesE - all three species) and Chupa, Murmansk prov., Russia (66.3degreesN, 33.7degreesE - last two species). After artificial overwintering experimental cultures consisting of 150 workers and one queen were established and kept at 16, 18, 20, 22, 24 and 26degreesC under long (22 h) day lengths. The workers reared eggs laid by queens into rapid (non-diapause) brood pupae and diapause larvae, which were removed and counted. The results showed the distinct latitudinal variation in the temperature effects on rapid brood rearing and in the thermal requirements for development. First, the period during which new rapid brood pupae appeared was found to be longer and the total number of pupae produced to be greater in ants from more southern populations. The number of diapause larvae reared by ant cultures was also usually greater, in ants from southern sites. Second, low temperatures reduced the period of rapid brood production and the number of pupae reared to a greater degree in ants from northern populations. It means that northern Myrmica colonies rear rapid brood under lower temperatures evidently worse in comparison with ants from southern regions. Third, eggs and larvae from more northern sites appeared to develop faster than southern brood at temperatures above 16-18degreesC. This was because brood development in northern populations was more temperature dependent, i.e. characterised by higher slopes of regression lines of development rate on temperature. The sum of effective temperatures decreased with the advance to North. The higher slopes were always associated with higher thermal thresholds for development. We conclude that the reaction norm of Myrmica colonies, in response to temperature, changes according to the local climate in such a way that brood rearing, growth and development of individuals become more temperature dependent in more severe environments with colder and shorter summers. This lead to the increase of the physiological and developmental responses at higher temperatures at the expense of a decrease within lower temperature range. In fact Myrmica colonies from northern populations need on average higher temperatures in their nests for successful production of new adults as compared to southern ants.				Lopatina, Elena/N-1084-2013	Lopatina, Elena/0000-0003-0267-5266												1210-5759						2002	99	2					197	208		10.14411/eje.2002.028								WOS:000177174200010						
J	Scriber, JM				Scriber, JM			Latitudinal and local geographic mosaics in host plant preferences as shaped by thermal units and voltinism in Papilio spp. (Lepidoptera)	EUROPEAN JOURNAL OF ENTOMOLOGY					4th European Workshop on Invertebrate Ecophysiology	SEP 09-14, 2001	ST PETERSBURG STATE UNIV, ST PETERSBURG, RUSSIA		ST PETERSBURG STATE UNIV			Laboratory and field tests support the "voltinism-suitability hypothesis" of host selection at various latitudes as well as in local "cold pockets": The best hosts for rapid development will be selected by herbivorous insects under severe thermal constraints for completion of the generation before winter. Papilio canadensis and P. glaucus females do select the best hosts for rapid larval growth in Alaska and in southern Michigan, but not in northern Michigan and southern Ohio. In addition to latitudinal patterns, local host preferences of P. canadensis are described in relation to "phenological twisting" of leaf suitability for larval growth in cold pockets with "thermally constrained" growing season lengths. White ash leaves (Fraxinus americana) have the highest nutritional quality (relative to cherry, aspen, birch, and other local trees) throughout June and July for P. canadensis populations inside the cold pocket, but not outside. In all areas outside the cold pockets, even with bud-break occurring much later than other tree species, ash leaves rapidly decline in quality after mid-June and become one of the worse tree host species for larvae. This temperature-driven phenology difference creates a geographic mosaic in host plant suitability for herbivores. However, we also report here that the cold pocket of northern Michigan has basically disappeared since 1998. Implications of these changes are discussed in relation to voltinism and host plant selection. Various physiological and ecological adaptations to thermal unit constraints are evident with both species of naturally hybridizing butterflies (P. canadensis to the North and P. glaucus to the South). The rapid regional climate warming since 1998 in the Great Lakes region has allowed us to document some critical aspects of gene flow via analysis of independent "species-diagnostic" trait clines (including morphological, biochemical, and physiological characters). Narrower black bands on hind-wings, larger fore-wings, larval detoxification abilities for tulip tree leaves, behavioral preference of tulip tree leaves, and species-diagnostic allozymes such as PDG (x-linked) and HK (autosomal) provide evidence of these genodynamics. Laboratory hybridization studies (providing known reference groups) and field observations along the hybrid zone show that gene flow between P. glaucus and P. canadensis has recently been extensive across the historical hybrid zone.																	1210-5759						2002	99	2					225	239		10.14411/eje.2002.032								WOS:000177174200014						
J	Braby, MF				Braby, MF			Life history strategies and habitat templets of tropical butterflies in north-eastern Australia	EVOLUTIONARY ECOLOGY												Three multivoltine species of satyrine butterflies in the genus Mycalesis (Lepidoptera: Nymphalidae) are narrowly sympatric in the wet-dry tropics of north-eastern Australia. They show a range of ecological strategies and adaptations associated with contrasting habitats and varying selective pressures. Two abiotic factors, namely favorability (the reciprocal of seasonal adversity) and predictability (broadly the reciprocal of disturbance), were examined as potential environmental selective forces in shaping their life histories. Comparison of several key life history traits of the 'wet-season form' revealed that the life histories of each species corresponded well with their habitat characteristics. M. perseus, which lives in habitats which are less favorable (i.e. adverse) and more unpredictable (i.e. temporary), shows many traits of an r-type strategy: smaller size, faster development, earlier maturation, higher fecundity, smaller egg size, and rapid population increase. By contrast, M. sirius and M. terminus, which live in more favorable and predictable (i.e. permanent) habitats, have many life history attributes and other characteristics in common which link them closer to K-type strategies. The only discrepancy is lower potential reproductive effort of M. perseus, which may be accounted for in terms of an evolutionary trade-off, such as with dispersal or dormancy. Other correlates associated with the M. perseus life history tactic include higher sex-size dimorphism, greater dispersal ability, better tolerance to adverse conditions, stronger phenotypic variation, greater degree of polyandry, and a more flexible breeding strategy. The life history patterns of these species are discussed in the context of evolutionary life history models, particularly the Southwood-Greenslade habitat templet.																	0269-7653						2002	16	4					399	413		10.1023/A:1020226426031								WOS:000177983000006						
J	Yano, S; Takafuji, A				Yano, S; Takafuji, A			Variation in the life history pattern of Tetranychus urticae (Acari : Tetranychidae) after selection for dispersal	EXPERIMENTAL AND APPLIED ACAROLOGY												The spider mite Tetranychus urticae shows variation in its dispersal capacity (i.e., the leaf quality at which a female decides to disperse). We were able to artificially select mites that had either a high or a low dispersal capacity, indicating that this trait was genetically controlled. We then compared correlated responses to this selection. Mites with a genetically high dispersal capacity ('HD' strains) had a higher diapause incidence and a lower performance compared to mites with a low dispersal capacity ('LD' strains). A possible effect of random genetic drift during the selection was negligible. Our results suggest that differential dispersal capacity is associated with contrasting life history patterns as a result of natural selection.																	0168-8162						2002	27	1-2					1	10		10.1023/A:1021518221031								WOS:000179745900001	12593508					
J	Madder, M; Speybroeck, N; Brandt, J; Tirry, L; Hodek, I; Berkvens, D				Madder, M; Speybroeck, N; Brandt, J; Tirry, L; Hodek, I; Berkvens, D			Geographic variation in diapause response of adult Rhipicephalus appendiculatus ticks	EXPERIMENTAL AND APPLIED ACAROLOGY												Diapause in adults of the African brown ear tick Rhipicephalus appendiculatus is dependent on latitude and stock origin. Lower latitude populations, that is, those nearer the equator, show no diapause response to long or short day exposure. Diapause response to short daylengths is found in higher latitude populations, further south, and increases with increasing latitude. Nearly all individuals in the southernmost population, used in this study, enter diapause under short and long day exposure which implies that the onset of diapause in this population is obligatory. Diapause termination in higher latitude populations is induced by increasing photoperiod, further north, but still south of the equator, diapause is terminated by ageing. The differences in diapausing behaviour of the different populations are discussed in relation to their climatic conditions.																	0168-8162						2002	27	3					209	221		10.1023/A:1021694207456								WOS:000179808900004	12593586					
J	Gomez, A; Adcock, GJ; Lunt, DH; Carvalho, GR				Gomez, A; Adcock, GJ; Lunt, DH; Carvalho, GR			The interplay between colonization history and gene flow in passively dispersing zooplankton: microsatellite analysis of rotifer resting egg banks	JOURNAL OF EVOLUTIONARY BIOLOGY												Zooplanktonic organisms that disperse passively as diapausing eggs often exhibit surprisingly strong population subdivision given their high colonization ability. Here we attempt to disentangle the impacts of colonization history and gene flow on these organisms by studying the population genetic structure of the rotifer Brachionus plicatilis. The resting egg banks of B. plicatilis in four-teen salt take populations in the Iberian Peninsula were examined using seven microsatellite loci. A remarkably high degree of geographical structuring was found (F(st) = 0.43), with a significant pattern of isolation by distance. Microsatellite loci were in genetic equilibrium, ruling out inbreeding as an important force in population structuring. Comparisons are drawn with previously published phylogeographical data. Surprisingly, introgression of nuclear genes was detected in neighbouring Populations with divergent mtDNA haplotypes. These results stress the long lasting impact of colonization history and the modulating effect of gene flow at local scales in these organisms.				Gomez, Africa/L-6505-2014; Lunt, David/B-2100-2009	Gomez, Africa/0000-0002-1297-4502; Lunt, David/0000-0002-9000-7470												1010-061X					JAN	2002	15	1					158	171		10.1046/j.1420-9101.2002.00368.x								WOS:000173865600017						
